,trawl_id,female_catch,male_catch,fall_catch,spring_catch,juvenile_catch,adult_catch,year,season,total_catch,stratum,station,lon,lat,temperature_b,depth,sediment
58,198291.61,NA,NA,NA,NA,NA,NA,1982,SPRING,NA,9160,61,-70.068833,41.6005,10.5,9,sd
59,198291.62,NA,NA,NA,NA,NA,NA,1982,SPRING,NA,9150,62,-70.060167,41.540667,8.8,6,sd
60,198291.63,NA,NA,NA,NA,NA,NA,1982,SPRING,NA,9160,63,-70.109333,41.534167,9.8,9,sd
61,198291.64,1,NA,NA,1,1,NA,1982,SPRING,1,9160,64,-70.154667,41.448667,10.5,11,sd
62,198291.65,NA,NA,NA,NA,NA,NA,1982,SPRING,NA,9160,65,-70.1155,41.386333,11,12,sd
63,198291.66,2,NA,NA,2,1,1,1982,SPRING,2,9160,66,-70.031333,41.367833,10,13,sd
64,198291.67,NA,NA,NA,NA,NA,NA,1982,SPRING,NA,9150,67,-70.115833,41.314,13.5,7,sd
65,198291.68,NA,NA,NA,NA,NA,NA,1982,SPRING,NA,9160,68,-70.2565,41.435167,11.6,14,sd
66,198291.69,NA,NA,NA,NA,NA,NA,1982,SPRING,NA,9160,69,-70.2545,41.4915,12,15,sd
67,198291.7,3,NA,NA,3,1,2,1982,SPRING,3,9250,7,-70.514833,41.821833,7,7,sd
68,198291.7,NA,NA,NA,NA,NA,NA,1982,SPRING,NA,9160,70,-70.4095,41.4935,12,13,sd
69,198291.71,NA,NA,NA,NA,NA,NA,1982,SPRING,NA,9150,71,-70.501,41.430333,10.8,7,sd
70,198291.72,NA,NA,NA,NA,NA,NA,1982,SPRING,NA,9160,72,-70.54,41.506333,11.4,12,sd
71,198291.73,NA,1,NA,1,NA,1,1982,SPRING,1,9130,73,-70.749167,41.391833,9.4,20,sd
72,198291.74,NA,NA,NA,NA,NA,NA,1982,SPRING,NA,9120,74,-70.7705,41.405333,8.7,16,gr-sd
73,198291.75,1,1,NA,2,1,1,1982,SPRING,2,9140,75,-70.895333,41.337333,5.3,29,sd
74,198291.76,NA,1,NA,1,1,NA,1982,SPRING,1,9130,76,-70.762,41.256167,10.5,18,sd
75,198291.77,NA,NA,NA,NA,NA,NA,1982,SPRING,NA,9120,77,-70.690667,41.3195,11.5,13,sd
76,198291.78,NA,NA,NA,NA,NA,NA,1982,SPRING,NA,9110,78,-70.651833,41.337,12,8,sd
77,198291.79,NA,NA,NA,NA,NA,NA,1982,SPRING,NA,9120,79,-70.632667,41.320833,11,13,sd
78,198291.8,NA,NA,NA,NA,NA,NA,1982,SPRING,NA,9280,8,-70.473833,41.942167,5,32,sd
79,198291.8,NA,NA,NA,NA,NA,NA,1982,SPRING,NA,9130,80,-70.608667,41.304333,9.5,19,sd
80,198291.81,NA,NA,NA,NA,NA,NA,1982,SPRING,NA,9120,81,-70.531,41.312833,10.8,14,sd
81,198291.82,NA,NA,NA,NA,NA,NA,1982,SPRING,NA,9110,82,-70.464,41.316333,10.7,6,sd
82,198291.83,NA,NA,NA,NA,NA,NA,1982,SPRING,NA,9170,83,-69.971333,41.395,11,8,sd
83,198291.84,1,NA,NA,1,NA,1,1982,SPRING,1,9180,84,-70.066833,41.229,11,12,sd
84,198291.85,NA,NA,NA,NA,NA,NA,1982,SPRING,NA,9170,85,-70.101333,41.230167,10.8,6,sd
85,198291.86,NA,NA,NA,NA,NA,NA,1982,SPRING,NA,9190,86,-70.131667,41.201667,9.5,20,sd
86,198291.87,NA,NA,NA,NA,NA,NA,1982,SPRING,NA,9180,87,-70.284167,41.269333,10.8,16,sd
87,198291.88,NA,NA,NA,NA,NA,NA,1982,SPRING,NA,9190,88,-69.873,41.7045,6.5,20,sd
88,198291.89,NA,NA,NA,NA,NA,NA,1982,SPRING,NA,9200,89,-69.863,41.772167,7,30,sd
89,198291.9,1,NA,NA,1,NA,1,1982,SPRING,1,9290,9,-70.413667,41.955333,5,41,sd-cl/st
90,198291.9,NA,1,NA,1,NA,1,1982,SPRING,1,9180,90,-69.9025,41.737833,7.4,10,sd
91,198291.91,1,1,NA,2,NA,2,1982,SPRING,2,9120,91,-70.800833,41.477833,10.6,12,sd
92,198291.92,NA,NA,NA,NA,NA,NA,1982,SPRING,NA,9110,92,-70.905333,41.577333,14,7,sd
93,198291.93,3,NA,NA,3,1,2,1982,SPRING,3,9120,93,-70.870333,41.521667,10.9,13,sd
94,198291.94,3,NA,NA,3,3,NA,1982,SPRING,3,9120,94,-70.869333,41.448667,10.6,11,sd
95,198291.95,4,NA,NA,4,1,3,1982,SPRING,4,9140,95,-71.005167,41.362167,6.2,28,sd
96,198292.1,2,3,5,NA,1,4,1982,FALL,5,9260,1,-70.486167,41.823167,16,16,sd
97,198292.1,3,6,9,NA,1,8,1982,FALL,9,9340,10,-70.736833,42.5465,7.2,34,br
98,198292.11,2,NA,2,NA,NA,2,1982,FALL,2,9360,11,-70.537833,42.6185,7.1,65,sd
99,198292.12,1,NA,1,NA,NA,1,1982,FALL,1,9360,12,-70.575833,42.7185,6.9,70,sd-cl/st
100,198292.13,NA,2,2,NA,NA,2,1982,FALL,2,9320,13,-70.673833,42.685333,10.8,14,sd
101,198292.14,3,NA,3,NA,NA,3,1982,FALL,3,9330,14,-70.716833,42.715333,9.2,22,sd
102,198292.15,27,15,42,NA,5,37,1982,FALL,42,9310,15,-70.7425,42.708333,12.2,8,sd
103,198292.16,16,12,28,NA,1,27,1982,FALL,28,9320,16,-70.787667,42.775667,14.1,13,sd
104,198292.17,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9330,17,-70.748333,42.768333,9.2,26,sd
105,198292.18,NA,1,1,NA,NA,1,1982,FALL,1,9340,18,-70.716833,42.744667,8.1,31,sd
106,198292.19,1,1,2,NA,NA,2,1982,FALL,2,9350,19,-70.620333,42.718167,8.1,41,sd
107,198292.2,3,NA,3,NA,2,1,1982,FALL,3,9270,2,-70.4785,41.904667,10.2,25,sd
108,198292.2,2,4,6,NA,NA,6,1982,FALL,6,9350,20,-70.596667,42.579167,8,50,sd
109,198292.21,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9360,21,-70.646833,42.489,7,69,sd/st/cl
110,198292.22,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9360,22,-70.657333,42.426833,7.5,72,sd/st/cl
111,198292.23,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9300,23,-70.373,42.0875,7.9,58,cl-st/sd
112,198292.24,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9300,24,-70.294833,42.050167,7.7,57,cl-st/sd
113,198292.25,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9290,25,-70.354833,41.984,7.5,47,sd-cl/st
114,198292.26,4,4,8,NA,1,7,1982,FALL,8,9280,26,-70.438833,41.8925,6.9,34,sd/st/cl
115,198292.27,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9210,27,-70.219167,42.092333,7.2,55,sd
116,198292.28,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9200,28,-70.177,42.1,10.4,35,sd
117,198292.29,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9210,29,-70.017667,42.073833,8.6,46,gr-sd
118,198292.3,18,13,31,NA,10,21,1982,FALL,31,9260,3,-70.5815,41.980833,14,16,sd
119,198292.3,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9190,30,-70.085167,42.074833,8.7,22,sd
120,198292.31,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9260,31,-70.245167,41.794333,10.2,15,sd
121,198292.32,1,NA,1,NA,NA,1,1982,FALL,1,9280,32,-70.253833,41.891167,8.1,30,sd/st/cl
122,198292.33,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9280,33,-70.230167,41.945833,8.2,33,sd-cl/st
123,198292.34,1,1,2,NA,NA,2,1982,FALL,2,9290,34,-70.302,41.9535,7.4,40,sd-cl/st
124,198292.35,5,5,10,NA,2,8,1982,FALL,10,9270,35,-70.421333,41.841,9,25,sd
125,198292.36,3,3,6,NA,2,4,1982,FALL,6,9270,36,-70.417833,41.780167,8.7,19,sd
126,198292.37,3,2,5,NA,1,4,1982,FALL,5,9270,37,-70.288167,41.822167,8.4,25,cl-st/sd
127,198292.38,3,7,10,NA,1,9,1982,FALL,10,9280,38,-70.480333,41.944167,8.3,35,sd
128,198292.39,1,1,2,NA,NA,2,1982,FALL,2,9290,39,-70.449333,41.9745,7.9,42,cl-st/sd
129,198292.4,19,22,41,NA,33,8,1982,FALL,41,9250,4,-70.625333,42.0365,15.7,7,br
130,198292.4,1,NA,1,NA,NA,1,1982,FALL,1,9290,40,-70.424833,42.026,7.5,50,cl-st/sd
131,198292.41,4,6,10,NA,1,9,1982,FALL,10,9290,41,-70.506833,42.057833,7.4,42,sd
132,198292.42,6,7,13,NA,1,12,1982,FALL,13,9280,42,-70.539,42.000833,7.5,32,sd
133,198292.43,13,6,19,NA,3,16,1982,FALL,19,9260,43,-70.4305,41.778167,7.6,18,sd
134,198292.44,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9250,44,-70.321333,41.742167,17.3,8,sd
135,198292.45,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9260,45,-70.164333,41.853833,13.5,13,cl-st/sd
136,198292.46,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9250,46,-70.113833,41.889833,15.4,9,sd
137,198292.47,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9270,47,-70.153833,41.900167,9.5,24,sd/st/cl
138,198292.48,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9150,48,-70.637,41.526667,19.5,8,sd
139,198292.49,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9160,49,-70.567667,41.509,20,17,sd
140,198292.5,26,28,54,NA,10,44,1982,FALL,54,9330,5,-70.805,42.309667,9.7,21,sd
141,198292.5,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9160,50,-70.429,41.5085,19.8,14,sd
142,198292.51,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9160,51,-70.435667,41.465833,19.5,18,gr-sd
143,198292.52,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9150,52,-70.4925,41.442833,19.7,9,sd
144,198292.53,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9150,53,-70.291833,41.544167,20.1,6,sd
145,198292.54,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9150,54,-70.366,41.585833,20.4,9,sd
146,198292.55,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9180,55,-69.901,41.6355,14.5,15,sd
147,198292.57,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9210,57,-69.872,41.821667,7.3,41,sd
148,198292.58,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9170,58,-69.956667,41.592167,14.5,9,sd
149,198292.59,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9160,59,-70.289,41.516,19.5,14,sd
150,198292.6,11,13,24,NA,5,19,1982,FALL,24,9310,6,-70.918667,42.455833,13.7,7,sd
151,198292.6,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9150,60,-70.106333,41.503833,15.1,9,sd
152,198292.61,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9150,61,-70.046833,41.560667,15.6,8,sd
153,198292.62,2,NA,2,NA,NA,2,1982,FALL,2,9160,62,-70.114,41.572667,16.8,13,sd
154,198292.63,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9150,63,-70.158,41.617333,18.7,8,sd
155,198292.64,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9160,64,-70.203,41.588167,19,15,sd
156,198292.65,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9160,65,-70.262833,41.519167,19.3,18,sd
157,198292.66,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9110,66,-70.421,41.277833,16.9,10,sd
158,198292.67,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9170,67,-70.334667,41.285333,16.8,9,sd
159,198292.68,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9190,68,-70.247667,41.228667,16.5,21,sd
160,198292.69,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9180,69,-70.208,41.253333,16.7,14,sd
161,198292.7,11,12,23,NA,2,21,1982,FALL,23,9340,7,-70.831,42.4515,7.3,36,sd
162,198292.7,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9170,70,-69.993667,41.3695,16.2,9,sd
163,198292.71,1,NA,1,NA,NA,1,1982,FALL,1,9170,71,-69.979333,41.395667,16,10,sd
164,198292.72,NA,1,1,NA,NA,1,1982,FALL,1,9160,72,-70.0765,41.448333,14.7,15,sd
165,198292.73,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9160,73,-70.096167,41.3705,16.6,13,sd
166,198292.74,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9160,74,-70.193833,41.361167,17.6,12,sd
167,198292.75,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9150,75,-70.1935,41.319667,17.1,8,sd
168,198292.76,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9160,76,-70.263333,41.4405,18.3,17,sd
169,198292.77,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9150,77,-70.356333,41.425333,18.4,7,sd
170,198292.78,1,NA,1,NA,NA,1,1982,FALL,1,9140,78,-70.871667,41.309333,17.3,31,sd
171,198292.79,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9120,79,-70.6935,41.326667,16.8,14,sd
172,198292.8,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9350,8,-70.726667,42.4635,6.9,53,sd
173,198292.8,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9130,80,-70.646833,41.3,16.8,21,sd
174,198292.81,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9130,81,-70.609667,41.3085,17.2,20,sd
175,198292.82,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9120,82,-70.562333,41.3245,17.2,14,sd
176,198292.83,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9120,83,-70.499833,41.315667,16.8,11,sd
177,198292.84,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9120,84,-70.790667,41.403167,17,15,gr-sd
178,198292.85,NA,1,1,NA,1,NA,1982,FALL,1,9120,85,-70.761833,41.3735,17.1,17,sd
179,198292.86,1,2,3,NA,1,2,1982,FALL,3,9110,86,-70.7725,41.355,16.9,8,sd
180,198292.87,1,1,2,NA,NA,2,1982,FALL,2,9140,87,-70.931667,41.359167,13.5,32,sd
181,198292.88,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9130,88,-71.031667,41.3865,15.9,22,sd
182,198292.89,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9110,89,-71.068833,41.499667,17.2,8,sd
183,198292.9,2,3,5,NA,NA,5,1982,FALL,5,9350,9,-70.7235,42.51,7.8,48,sd
184,198292.9,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9120,90,-70.748167,41.570167,18.1,13,sd/st/cl
185,198292.91,3,1,4,NA,2,2,1982,FALL,4,9120,91,-70.874833,41.523167,18.1,15,sd
186,198292.92,NA,2,2,NA,1,1,1982,FALL,2,9120,92,-70.8695,41.454333,17.7,14,sd
187,198292.93,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9130,93,-70.910333,41.485,17.8,22,sd-cl/st
188,198292.94,NA,NA,NA,NA,NA,NA,1982,FALL,NA,9110,94,-70.9075,41.578,18.2,8,sd
189,198391.1,NA,NA,NA,NA,NA,NA,1983,SPRING,NA,9120,1,-70.714167,41.591833,12,13,sd/st/cl
190,198391.1,1,NA,NA,1,NA,1,1983,SPRING,1,9350,10,-70.763167,42.487167,4.8,42,br
191,198391.11,1,NA,NA,1,NA,1,1983,SPRING,1,9360,11,-70.696333,42.431333,4.7,58,sd
192,198391.12,NA,1,NA,1,NA,1,1983,SPRING,1,9360,12,-70.628667,42.508167,4.8,71,sd/st/cl
193,198391.13,1,NA,NA,1,NA,1,1983,SPRING,1,9350,13,-70.575333,42.591833,6.7,52,sd
194,198391.14,NA,NA,NA,NA,NA,NA,1983,SPRING,NA,9350,14,-70.562,42.6865,6,47,sd
195,198391.15,NA,NA,NA,NA,NA,NA,1983,SPRING,NA,9340,15,-70.6595,42.718333,5.7,36,sd
196,198391.16,NA,NA,NA,NA,NA,NA,1983,SPRING,NA,9330,16,-70.7295,42.726,6,25,sd
197,198391.17,1,5,NA,6,NA,6,1983,SPRING,6,9320,17,-70.784333,42.767,5.8,14,sd
198,198391.18,3,3,NA,6,1,5,1983,SPRING,6,9330,18,-70.7785,42.7995,6,23,sd
199,198391.19,NA,NA,NA,NA,NA,NA,1983,SPRING,NA,9310,19,-70.796333,42.780833,6.2,8,sd
200,198391.2,NA,1,NA,1,NA,1,1983,SPRING,1,9250,2,-70.528333,41.818333,5.5,10,sd
201,198391.2,2,4,NA,6,NA,6,1983,SPRING,6,9310,20,-70.744333,42.708667,6.6,8,sd
202,198391.21,1,NA,NA,1,NA,1,1983,SPRING,1,9360,21,-70.5665,42.719333,5.6,71,sd-cl/st
203,198391.22,NA,1,NA,1,NA,1,1983,SPRING,1,9350,22,-70.6275,42.562833,6.5,51,sd
204,198391.23,1,1,NA,2,NA,2,1983,SPRING,2,9350,23,-70.730333,42.474333,6,55,sd
205,198391.24,1,2,NA,3,NA,3,1983,SPRING,3,9290,24,-70.484667,42.101167,5.6,49,sd
206,198391.25,6,6,NA,12,3,9,1983,SPRING,12,9260,25,-70.5835,41.964833,8.5,13,sd
207,198391.26,2,2,NA,4,NA,4,1983,SPRING,4,9290,26,-70.412333,41.985333,5.5,49,sd-cl/st
208,198391.27,NA,1,NA,1,NA,1,1983,SPRING,1,9290,27,-70.370167,41.924333,6.5,38,sd-cl/st
209,198391.28,NA,3,NA,3,1,2,1983,SPRING,3,9280,28,-70.438,41.866,6.5,28,cl-st/sd
210,198391.29,NA,1,NA,1,NA,1,1983,SPRING,1,9270,29,-70.365,41.8165,10,26,cl-st/sd
211,198391.3,NA,1,NA,1,NA,1,1983,SPRING,1,9270,3,-70.4755,41.8815,4.5,24,sd
212,198391.3,2,1,NA,3,1,2,1983,SPRING,3,9260,30,-70.490667,41.805167,9.5,16,sd
213,198391.31,3,4,NA,7,NA,7,1983,SPRING,7,9270,31,-70.453167,41.863833,8,26,cl-st/sd
214,198391.32,1,2,NA,3,NA,3,1983,SPRING,3,9280,32,-70.340667,41.874833,5.5,29,sd/st/cl
215,198391.33,NA,1,NA,1,NA,1,1983,SPRING,1,9290,33,-70.274833,41.9475,8.5,39,sd-cl/st
216,198391.34,NA,NA,NA,NA,NA,NA,1983,SPRING,NA,9280,34,-70.232833,41.897667,8.6,33,sd/st/cl
217,198391.35,1,NA,NA,1,NA,1,1983,SPRING,1,9270,35,-70.238167,41.854667,6.5,28,cl-st/sd
218,198391.36,1,2,NA,3,NA,3,1983,SPRING,3,9260,36,-70.221667,41.800167,10.1,19,sd
219,198391.37,NA,1,NA,1,NA,1,1983,SPRING,1,9210,37,-70.244333,42.080667,7,59,sd
220,198391.38,1,NA,NA,1,NA,1,1983,SPRING,1,9170,38,-70.0795,42.061167,6.8,8,sd
221,198391.39,NA,NA,NA,NA,NA,NA,1983,SPRING,NA,9210,39,-70.030667,42.077833,6,45,gr-sd
222,198391.4,1,NA,NA,1,NA,1,1983,SPRING,1,9280,4,-70.524167,41.96,4.5,32,sd
223,198391.4,NA,NA,NA,NA,NA,NA,1983,SPRING,NA,9300,40,-70.377833,42.071333,5,56,sd-cl/st
224,198391.41,2,1,NA,3,NA,3,1983,SPRING,3,9300,41,-70.322333,42.06,5,57,cl-st/sd
225,198391.42,1,1,NA,2,NA,2,1983,SPRING,2,9290,42,-70.216,42.0075,6.5,45,sd-cl/st
226,198391.43,NA,NA,NA,NA,NA,NA,1983,SPRING,NA,9270,43,-70.147,42.004667,6,25,sd-cl/st
227,198391.44,NA,NA,NA,NA,NA,NA,1983,SPRING,NA,9260,44,-70.107667,41.965,7.5,16,sd
228,198391.45,NA,NA,NA,NA,NA,NA,1983,SPRING,NA,9280,45,-70.1895,41.948333,6,33,sd-cl/st
229,198391.46,NA,NA,NA,NA,NA,NA,1983,SPRING,NA,9250,46,-70.112333,41.8865,11,9,sd
230,198391.47,NA,NA,NA,NA,NA,NA,1983,SPRING,NA,9110,47,-70.689,41.6665,11.5,8,sd
231,198391.48,NA,NA,NA,NA,NA,NA,1983,SPRING,NA,9110,48,-70.912667,41.581167,11.9,8,sd
232,198391.49,6,7,NA,13,4,9,1983,SPRING,13,9120,49,-70.890167,41.443667,11,14,sd
233,198391.5,1,1,NA,2,NA,2,1983,SPRING,2,9250,5,-70.606833,41.958833,5,8,sd
234,198391.5,3,1,NA,4,2,2,1983,SPRING,4,9120,50,-71.065333,41.491833,10.5,13,sd
235,198391.51,1,NA,NA,1,NA,1,1983,SPRING,1,9140,51,-70.911167,41.3675,8.5,32,sd
236,198391.52,NA,NA,NA,NA,NA,NA,1983,SPRING,NA,9160,52,-70.522667,41.533667,12.3,14,sd
